"State","Speed","Gender","Age"
"North Carolina",55,"Female",20
"California",48,"Female",12
"Pennsylvania",60,"Male",56
"New Jersey",0,"Male",50
"Florida",35,"Male",64
"South Carolina",75,"Female",35
"California",83,"Female",35
"Kentucky",30,"Male",23
"Ohio",50,"Male",51
"South Carolina",55,"Male",41
"Florida",0,"Female",68
"New York",0,"Male",34
"Louisiana",65,"Male",32
"Florida",40,"Male",35
"Texas",0,"Male",35
"Arizona",65,"Male",87
"Pennsylvania",80,"Male",15
"Maine",0,"Female",90
"Arizona",75,"Female",56
"Florida",15,"Male",25
"Nevada",33,"Male",43
"Oklahoma",112,"Female",20
"California",0,"Female",4
"Virginia",40,"Female",42
"North Carolina",55,"Female",21
"Ohio",0,"Female",24
"North Carolina",70,"Female",24
"Florida",0,"Male",54
"Indiana",62,"Male",35
"California",68,"Female",33
"Minnesota",30,"Female",10
"New York",0,"Male",24
"New Jersey",0,"Male",48
"Alabama",75,"Male",19
"Florida",55,"Female",7
"Louisiana",40,"Male",51
"Virginia",73,"Male",17
"Alabama",55,"Male",29
"Arizona",35,"Male",52
"South Carolina",15,"Female",59
"Florida",10,"Male",83
"Missouri",21,"Male",44
"Wisconsin",11,"Male",39
"California",70,"Male",38
"Mississippi",55,"Male",17
"Colorado",70,"Female",17
"Illinois",77,"Female",10
"Rhode Island",46,"Female",38
"Pennsylvania",55,"Male",50
"Oregon",0,"Female",68
"Arkansas",0,"Male",42
"Florida",45,"Female",24
"New York",10,"Female",60
"Florida",40,"Male",21
"California",60,"Male",31
"Kentucky",75,"Male",3
"Massachusetts",0,"Female",65
"Louisiana",0,"Male",26
"Kansas",0,"Male",53
"Pennsylvania",0,"Female",10
"California",65,"Female",22
"Florida",45,"Male",18
"Kentucky",63,"Female",17
"South Carolina",55,"Female",34
"Michigan",0,"Male",54
"Georgia",17,"Female",23
"South Carolina",65,"Male",18
"California",33,"Female",59
"Wyoming",50,"Female",44
"New Jersey",0,"Male",76
"North Carolina",50,"Male",43
"Pennsylvania",35,"Female",34
"Colorado",100,"Female",37
"Wisconsin",53,"Male",44
"Alabama",45,"Male",29
"South Carolina",65,"Female",7
"South Carolina",60,"Male",42
"South Carolina",35,"Male",45
"Alabama",65,"Male",53
"North Carolina",45,"Female",37
"South Carolina",15,"Female",22
"North Carolina",35,"Male",82
"Massachusetts",113,"Male",25
"Florida",5,"Female",39
"Virginia",60,"Male",61
"Colorado",55,"Male",20
"Colorado",40,"Female",55
"California",35,"Female",1
"Florida",0,"Male",54
"North Carolina",0,"Male",22
"California",0,"Male",47
"Arizona",30,"Male",22
"Florida",30,"Male",26
"California",0,"Female",78
"Colorado",65,"Male",40
"North Carolina",40,"Male",39
"Pennsylvania",10,"Female",38
"Ohio",0,"Male",72
"Louisiana",55,"Male",58
"Missouri",0,"Male",31
"California",34,"Male",21
"California",0,"Male",25
"California",52,"Male",21
"South Carolina",80,"Male",14
"North Carolina",55,"Male",27
"Florida",70,"Male",38
"Georgia",0,"Male",27
"North Carolina",45,"Female",23
"Virginia",40,"Male",67
"Mississippi",65,"Female",20
"South Carolina",40,"Male",41
"North Carolina",50,"Male",45
"Ohio",20,"Female",65
"California",68,"Male",9
"Tennessee",0,"Male",18
"Texas",0,"Female",37
"New Jersey",0,"Female",73
"South Carolina",70,"Male",45
"Virginia",50,"Male",25
"Maryland",0,"Male",36
"Florida",65,"Male",37
"Mississippi",55,"Male",65
"Virginia",70,"Female",32
"California",90,"Male",28
"Florida",35,"Male",44
"Texas",0,"Male",30
"Virginia",60,"Male",62
"Indiana",0,"Female",22
"Utah",55,"Male",69
"Texas",0,"Male",34
"North Carolina",99,"Male",33
"Pennsylvania",44,"Female",37
"California",55,"Male",41
"Florida",60,"Male",56
"Utah",30,"Female",20
"California",68,"Female",12
"South Carolina",15,"Female",62
"California",53,"Male",36
"North Carolina",45,"Male",63
"Alabama",100,"Male",27
"North Carolina",32,"Male",16
"Ohio",10,"Female",74
"Pennsylvania",70,"Male",34
"Virginia",65,"Male",33
"New Jersey",0,"Male",19
"Pennsylvania",35,"Female",23
"South Carolina",0,"Male",50
"Ohio",65,"Female",3
"Texas",0,"Male",31
"California",0,"Male",58
"Georgia",0,"Female",62
"Louisiana",45,"Male",24
"North Carolina",55,"Female",7
"Colorado",65,"Male",71
"Florida",75,"Female",54
"North Carolina",55,"Male",47
"Minnesota",78,"Female",28
"Kentucky",68,"Male",24
"North Carolina",5,"Male",58
"South Carolina",55,"Male",54
"Kansas",40,"Female",33
"New York",0,"Male",28
"North Carolina",55,"Female",23
"California",73,"Male",55
"North Carolina",70,"Male",15
"Florida",0,"Male",66
"Wisconsin",70,"Female",59
"Minnesota",60,"Female",46
"Ohio",25,"Male",48
"California",65,"Male",36
"Tennessee",0,"Male",23
"Alabama",70,"Male",66
"Florida",55,"Male",4
"Kentucky",24,"Female",18
"Ohio",40,"Male",26
"Pennsylvania",15,"Male",79
"Minnesota",61,"Female",14
"Nevada",41,"Female",39
"North Carolina",55,"Male",68
"South Carolina",40,"Male",18
"California",55,"Male",27
"Texas",0,"Male",53
"Arizona",70,"Male",49
"Florida",0,"Female",88
"North Carolina",60,"Male",62
"California",75,"Female",2
"California",63,"Male",79
"Louisiana",55,"Female",23
"Alabama",60,"Female",2
"Virginia",50,"Male",23
"South Carolina",0,"Female",57
"North Carolina",45,"Male",3
"Louisiana",55,"Male",32
"Illinois",40,"Female",79
"California",50,"Female",34
"Louisiana",80,"Male",38
"Mississippi",65,"Female",27
"Missouri",73,"Male",41
"California",50,"Male",49
"Virginia",60,"Male",36
"Michigan",0,"Male",26
"North Carolina",55,"Female",75
"Washington",0,"Female",2
"Florida",30,"Female",19
"Wisconsin",80,"Male",18
"Iowa",0,"Male",54
"Minnesota",55,"Female",32
"South Carolina",95,"Female",27
"North Carolina",20,"Female",52
"Alabama",55,"Male",65
"Colorado",30,"Female",87
"Alabama",65,"Male",29
"Florida",30,"Male",20
"Pennsylvania",65,"Male",17
"South Carolina",10,"Female",7
"Alabama",55,"Male",12
"South Carolina",65,"Female",26
"Missouri",32,"Male",27
"Alabama",55,"Male",5
"California",70,"Female",44
"Wisconsin",70,"Female",14
"Ohio",60,"Male",65
"Arizona",5,"Female",35
"Colorado",15,"Female",18
"Louisiana",0,"Male",45
"California",0,"Female",29
"Alabama",60,"Female",31
"Wisconsin",55,"Male",39
"Virginia",55,"Male",25
"Florida",50,"Male",17
"Wisconsin",0,"Male",31
"South Carolina",50,"Male",68
"California",45,"Male",26
"California",65,"Female",22
"California",15,"Male",42
"Mississippi",50,"Male",34
"California",65,"Female",45
"Mississippi",0,"Male",67
"Florida",65,"Male",56
"Louisiana",55,"Female",19
"Florida",45,"Female",31
"Missouri",18,"Male",20
"California",40,"Male",24
"New York",0,"Male",26
"Florida",45,"Male",39
"Alabama",55,"Female",18
"Kentucky",0,"Male",32
"Pennsylvania",45,"Male",38
"Missouri",72,"Male",34
"New Jersey",0,"Female",18
"Alabama",70,"Male",37
"California",50,"Male",58
"North Carolina",60,"Female",66
"North Carolina",40,"Male",67
"Mississippi",65,"Male",31
"Colorado",75,"Male",26
"California",55,"Male",24
"South Carolina",30,"Male",69
"Louisiana",65,"Male",45
"Colorado",55,"Female",60
"Ohio",35,"Male",25
"Minnesota",25,"Male",48
"Texas",0,"Male",20
"Ohio",55,"Female",41
"South Carolina",35,"Male",63
"California",62,"Female",51
"South Carolina",40,"Male",87
"Texas",0,"Male",20
"Ohio",57,"Male",61
"Florida",2,"Female",83
"Mississippi",0,"Female",58
"North Carolina",20,"Male",33
"Missouri",13,"Male",55
"North Carolina",45,"Female",37
"Colorado",20,"Female",64
"Louisiana",55,"Female",19
"Connecticut",0,"Male",86
"Washington",0,"Male",17
"Pennsylvania",55,"Male",25
"South Carolina",10,"Male",40
"California",55,"Male",29
"Missouri",65,"Female",29
"New Mexico",0,"Male",28
"Minnesota",0,"Male",35
"Nevada",0,"Male",43
"Indiana",0,"Male",54
"Ohio",45,"Male",28
"Texas",0,"Male",25
"Florida",43,"Male",29
"North Carolina",15,"Female",42
"Florida",64,"Male",21
"California",55,"Male",62
"California",73,"Male",57
"Missouri",42,"Male",21
"California",10,"Female",37
"Texas",0,"Male",24
"South Carolina",70,"Male",53
"South Carolina",5,"Male",17
"Arkansas",0,"Male",29
"Ohio",45,"Male",61
"West Virginia",5,"Male",34
"South Carolina",10,"Female",15
"Florida",0,"Female",45
"Pennsylvania",50,"Female",38
"Missouri",28,"Male",30
"Florida",25,"Female",1
"Texas",101,"Male",56
"Nevada",91,"Female",36
"Pennsylvania",45,"Male",47
"Missouri",92,"Male",22
"Ohio",45,"Male",35
"California",0,"Male",27
"California",31,"Male",27
"Alabama",35,"Female",49
"Texas",81,"Female",20
"Arizona",0,"Male",51
"Colorado",40,"Male",40
"Florida",65,"Male",43
"Mississippi",70,"Male",44
"Mississippi",50,"Female",26
"California",65,"Male",30
"Virginia",60,"Male",34
"Texas",0,"Female",25
"North Carolina",45,"Male",29
"Virginia",0,"Male",28
"Alabama",55,"Male",64
"California",80,"Male",7
"Florida",60,"Male",22
"Colorado",5,"Male",29
"Illinois",105,"Female",21
"Florida",0,"Female",45
"South Carolina",20,"Male",20
"Florida",30,"Male",29
"Louisiana",55,"Male",44
"California",0,"Male",15
"California",65,"Female",40
"Kentucky",0,"Male",55
"Missouri",0,"Female",8
"Utah",70,"Female",84
"Florida",30,"Female",49
"Illinois",0,"Female",5
"Florida",50,"Male",60
"Florida",70,"Male",63
"California",58,"Male",18
"Florida",79,"Male",21
"North Carolina",47,"Male",43
"Florida",15,"Female",58
"Tennessee",0,"Male",42
"Pennsylvania",77,"Female",18
"South Dakota",87,"Male",39
"California",60,"Male",74
"North Carolina",35,"Male",64
"Florida",55,"Female",26
"Pennsylvania",60,"Male",31
"Florida",40,"Male",21
"Wyoming",75,"Male",8
"Florida",25,"Male",17
"Colorado",40,"Male",37
"Missouri",61,"Male",17
"California",45,"Female",10
"Florida",0,"Male",53
"Arizona",51,"Male",18
"Florida",55,"Female",17
"Alabama",55,"Female",17
"Ohio",90,"Male",13
"North Carolina",50,"Male",17
"North Carolina",75,"Male",27
"Arizona",68,"Male",25
"Louisiana",52,"Male",24
"North Carolina",55,"Male",54
"Pennsylvania",45,"Female",16
"Florida",45,"Male",21
"California",55,"Male",36
"Virginia",60,"Male",39
"South Carolina",41,"Male",26
"North Carolina",0,"Male",27
"Louisiana",91,"Male",18
"Minnesota",55,"Female",17
"California",0,"Female",41
"Virginia",35,"Male",38
"California",0,"Male",29
"Indiana",0,"Female",55
"Colorado",30,"Female",12
"California",38,"Female",63
"Florida",50,"Female",52
"Arizona",70,"Male",23
"Tennessee",0,"Male",59
"Arizona",15,"Male",23
"Florida",60,"Female",37
"Virginia",65,"Male",20
"Nevada",0,"Male",57
"Florida",35,"Male",63
"North Carolina",35,"Male",17
"Nevada",0,"Male",26
"Ohio",35,"Male",36
"Virginia",70,"Female",47
"Indiana",55,"Female",64
"Virginia",45,"Male",21
"Ohio",60,"Male",27
"California",50,"Male",49
"Wisconsin",60,"Female",58
"Colorado",45,"Female",43
"Illinois",42,"Male",33
"Alaska",0,"Male",24
"Illinois",67,"Female",37
"Arizona",30,"Male",29
"South Carolina",45,"Male",41
"Louisiana",55,"Male",40
"New Jersey",0,"Male",66
"Florida",40,"Male",41
"Colorado",50,"Male",66
"Florida",0,"Male",44
"Louisiana",47,"Male",49
"Colorado",55,"Male",29
"Florida",35,"Male",80
"Texas",49,"Female",85
"Colorado",30,"Female",3
"Ohio",0,"Male",17
"California",35,"Male",11
"Florida",0,"Male",60
"Wyoming",58,"Female",18
"North Carolina",45,"Female",17
"Arizona",65,"Female",12
"Arizona",65,"Male",22
"North Carolina",50,"Male",41
"North Carolina",65,"Female",46
"Oklahoma",0,"Male",26
"California",40,"Male",57
"Florida",75,"Male",40
"California",48,"Male",49
"Colorado",55,"Female",64
"North Carolina",15,"Male",60
"Florida",25,"Female",76
"Mississippi",65,"Male",53
"Pennsylvania",35,"Male",31
"Florida",45,"Male",22
"Colorado",70,"Female",71
"Nevada",81,"Male",82
"Louisiana",55,"Female",13
"Missouri",84,"Male",25
"Wisconsin",10,"Male",4
"Virginia",0,"Male",56
"Florida",0,"Male",33
"California",0,"Female",53
"South Carolina",55,"Male",23
"Virginia",20,"Male",59
"Florida",40,"Male",48
"Arizona",65,"Female",29
"Florida",40,"Male",52
"Alabama",45,"Male",18
"Missouri",76,"Female",68
"Alabama",65,"Male",24
"Virginia",35,"Female",65
"Pennsylvania",60,"Male",31
"Florida",35,"Male",94
"Pennsylvania",70,"Male",29
"Texas",0,"Female",66
"Illinois",72,"Female",22
"North Carolina",80,"Male",38
"South Carolina",64,"Male",39
"South Carolina",15,"Female",62
"Alabama",55,"Male",32
"New York",70,"Male",73
"North Carolina",45,"Male",47
"Minnesota",19,"Male",73
"California",20,"Female",5
"Nebraska",83,"Male",15
"North Carolina",55,"Female",39
"Florida",40,"Female",1
"Michigan",0,"Male",52
"California",100,"Male",21
"Indiana",0,"Male",56
"Virginia",15,"Female",44
"Florida",70,"Female",21
"Florida",60,"Male",22
"Alabama",55,"Male",80
"Mississippi",0,"Male",44
"Florida",40,"Male",68
"Alabama",50,"Male",21
"North Carolina",80,"Male",30
"South Carolina",0,"Female",20
"Louisiana",35,"Male",50
"South Carolina",70,"Male",60
"Colorado",65,"Male",68
"Florida",70,"Female",47
"Colorado",100,"Male",19
"Florida",45,"Male",34
"Maryland",0,"Male",29
"California",0,"Female",60
"California",55,"Female",57
"Florida",45,"Female",39
"Arizona",75,"Male",58
"North Carolina",55,"Male",68
"Louisiana",55,"Female",84
"Texas",0,"Male",80
"North Carolina",55,"Female",2
"North Carolina",32,"Female",42
"Wyoming",55,"Female",59
"Nevada",50,"Male",25
"Louisiana",50,"Male",28
"North Carolina",55,"Male",58
"Pennsylvania",15,"Male",38
"California",55,"Male",37
"California",43,"Male",5
"North Carolina",60,"Male",30
"South Carolina",0,"Male",32
"Virginia",65,"Male",58
"Virginia",30,"Male",31
"Ohio",40,"Male",43
"California",65,"Male",29
"North Carolina",15,"Female",58
"Alabama",55,"Female",71
"Florida",45,"Male",25
"South Carolina",0,"Male",55
"Nevada",75,"Male",77
"Nevada",100,"Male",24
"South Carolina",55,"Male",51
"Ohio",50,"Male",70
"South Carolina",55,"Male",19
"Alabama",10,"Female",86
"Pennsylvania",45,"Male",66
"Oklahoma",0,"Male",39
"South Carolina",35,"Female",23
"North Carolina",50,"Female",45
"Florida",70,"Male",23
"Pennsylvania",40,"Female",66
"California",0,"Male",44
"Florida",20,"Male",86
"Arizona",14,"Female",57
"Oregon",0,"Male",60
"Georgia",63,"Male",17
"Massachusetts",0,"Male",54
"Utah",0,"Male",14
"New York",0,"Male",31
"Nevada",53,"Female",10
"Pennsylvania",55,"Male",82
"Louisiana",0,"Male",46
"Indiana",0,"Male",27
"Florida",25,"Female",63
"California",60,"Male",13
"California",68,"Female",39
"California",58,"Male",4
"Idaho",0,"Male",27
"Alabama",75,"Male",3
"Florida",40,"Female",34
"Tennessee",0,"Male",59
"Louisiana",70,"Male",56
"Florida",0,"Male",74
"Virginia",0,"Male",57
"Arizona",35,"Female",53
"Louisiana",45,"Female",39
"Arizona",75,"Male",11
"Florida",40,"Female",7
"Utah",25,"Female",59
"Virginia",55,"Male",66
"Nevada",45,"Female",27
"Ohio",0,"Male",34
"Florida",70,"Male",1
"Wyoming",65,"Male",47
"Florida",76,"Female",25
"North Carolina",0,"Male",56
"Pennsylvania",0,"Male",31
"Pennsylvania",45,"Male",56
"Arizona",45,"Male",12
"Ohio",25,"Female",16
"Florida",70,"Female",56
"West Virginia",0,"Male",50
"Florida",0,"Male",17
"Florida",0,"Male",41
"Florida",35,"Male",38
"Colorado",71,"Male",65
"Pennsylvania",40,"Female",60
"South Carolina",60,"Male",41
"North Carolina",50,"Female",40
"Louisiana",70,"Female",53
"Florida",0,"Male",69
"South Carolina",70,"Male",55
"California",130,"Male",18
"South Carolina",45,"Male",17
"Florida",0,"Male",64
"Pennsylvania",65,"Male",46
"North Carolina",65,"Female",9
"North Carolina",55,"Female",94
"Texas",0,"Male",23
"Virginia",10,"Female",34
"Colorado",55,"Male",61
"North Carolina",5,"Female",32
"Pennsylvania",50,"Male",50
"Ohio",0,"Female",62
"North Carolina",50,"Female",40
"South Carolina",20,"Male",20
"Mississippi",70,"Male",24
"Illinois",50,"Male",42
"New York",45,"Female",52
"Louisiana",60,"Male",17
"Ohio",65,"Female",36
"Pennsylvania",65,"Male",79
"Ohio",55,"Male",47
"California",0,"Male",30
"California",0,"Female",55
"Florida",60,"Male",22
"Florida",50,"Male",17
"Florida",80,"Female",37
"Arizona",65,"Male",58
"Minnesota",10,"Male",85
"California",75,"Male",9
"California",58,"Male",36
"Kansas",63,"Male",18
"Florida",10,"Male",81
"Florida",25,"Male",24
"California",68,"Female",31
"Florida",75,"Male",28
"Wisconsin",40,"Female",59
"South Carolina",18,"Male",5
"Pennsylvania",50,"Female",9
"Louisiana",65,"Male",1
"Missouri",0,"Male",37
"Tennessee",0,"Male",42
"Florida",65,"Female",19
"Florida",45,"Male",10
"Arizona",65,"Male",14
"Florida",60,"Male",23
"Florida",55,"Female",35
"New York",0,"Female",60
"Texas",0,"Male",35
"Pennsylvania",45,"Female",42
"Louisiana",80,"Female",34
"Florida",60,"Male",23
"North Carolina",79,"Male",22
"Arizona",80,"Female",19
"California",50,"Male",54
"Colorado",35,"Male",68
"South Carolina",50,"Female",41
"Florida",40,"Male",84
"Virginia",25,"Male",95
"Oregon",0,"Male",27
"Montana",119,"Female",14
"Wisconsin",0,"Male",17
"South Carolina",45,"Female",66
"Utah",70,"Female",24
"Pennsylvania",55,"Male",55
"Arizona",25,"Male",94
"Florida",70,"Female",17
"Pennsylvania",50,"Male",23
"Missouri",72,"Female",30
"North Carolina",0,"Male",35
"California",0,"Male",85
"Florida",45,"Male",21
"Ohio",45,"Male",84
"Colorado",55,"Male",17
"North Carolina",32,"Female",39
"Ohio",30,"Female",60
"Ohio",35,"Male",38
"California",35,"Male",41
"Pennsylvania",45,"Female",64
"Mississippi",70,"Male",30
"Kentucky",43,"Male",11
"Pennsylvania",10,"Male",47
"Texas",0,"Male",51
"Arizona",30,"Male",21
"Tennessee",0,"Male",37
"California",0,"Female",61
"Pennsylvania",0,"Male",45
"California",65,"Male",45
"Texas",30,"Male",49
"Florida",50,"Male",57
"North Carolina",70,"Female",19
"Missouri",125,"Male",25
"Wisconsin",0,"Male",41
"Louisiana",55,"Male",25
"Alabama",70,"Male",73
"Virginia",70,"Female",25
"Virginia",35,"Male",27
"North Carolina",85,"Male",21
"Florida",80,"Female",22
"South Carolina",60,"Male",20
"North Carolina",55,"Male",19
"Utah",0,"Female",1
"New York",0,"Female",37
"Missouri",49,"Male",26
"Massachusetts",0,"Female",60
"Ohio",0,"Male",20
"North Carolina",65,"Female",25
"Florida",50,"Male",27
"Oregon",0,"Female",64
"Florida",80,"Male",24
"California",100,"Male",20
"Florida",30,"Male",30
"California",52,"Male",56
"Pennsylvania",0,"Female",2
"Florida",55,"Female",60
"South Carolina",45,"Male",39
"Colorado",40,"Female",60
"Florida",30,"Female",38
"Oklahoma",52,"Male",29
"New York",0,"Male",56
"Florida",25,"Female",16
"Florida",40,"Female",29
"Louisiana",55,"Male",31
"Florida",15,"Female",3
"Pennsylvania",25,"Female",83
"Missouri",126,"Female",27
