"State","Speed","Gender","Age"
"Colorado",40,"Male",25
"Pennsylvania",47,"Male",50
"Florida",60,"Male",26
"North Carolina",45,"Male",46
"California",60,"Male",17
"California",55,"Male",19
"Kentucky",49,"Female",39
"Pennsylvania",45,"Male",47
"New York",0,"Female",24
"North Carolina",30,"Female",49
"Nevada",0,"Male",50
"South Carolina",45,"Male",47
"Florida",20,"Male",35
"Indiana",0,"Male",58
"California",38,"Female",43
"California",55,"Male",24
"Virginia",55,"Male",55
"Florida",45,"Male",36
"Wisconsin",55,"Male",56
"Florida",70,"Female",11
"Nevada",0,"Female",92
"Nevada",53,"Male",37
"Florida",65,"Male",24
"Florida",45,"Male",50
"South Dakota",80,"Male",39
"North Carolina",55,"Female",24
"North Dakota",45,"Male",26
"Pennsylvania",35,"Female",66
"California",10,"Female",13
"Texas",0,"Female",31
"California",58,"Male",2
"Pennsylvania",70,"Male",39
"Kentucky",0,"Male",59
"Florida",70,"Male",41
"Florida",40,"Male",30
"Florida",40,"Male",56
"North Carolina",35,"Male",21
"Wyoming",55,"Male",42
"Florida",60,"Male",30
"California",35,"Male",42
"Colorado",30,"Male",45
"Colorado",60,"Male",53
"Florida",30,"Male",17
"South Carolina",55,"Female",23
"Florida",10,"Male",46
"California",0,"Male",13
"Minnesota",55,"Female",69
"New Jersey",0,"Female",2
"Alabama",15,"Male",76
"Nevada",0,"Female",40
"Florida",25,"Female",51
"California",0,"Male",74
"New York",110,"Male",34
"Pennsylvania",40,"Male",23
"Alabama",5,"Female",56
"North Carolina",59,"Female",32
"Colorado",48,"Male",32
"Kentucky",64,"Male",26
"Tennessee",62,"Male",42
"Pennsylvania",25,"Female",45
"Florida",20,"Male",56
"Florida",55,"Male",53
"Florida",45,"Male",68
"California",60,"Male",24
"Arizona",35,"Male",75
"New York",0,"Male",3
"North Carolina",5,"Male",23
"Florida",35,"Female",11
"California",65,"Male",18
"Colorado",5,"Male",50
"Florida",65,"Male",58
"Florida",45,"Female",51
"Ohio",0,"Female",55
"Kentucky",55,"Female",7
"Alabama",70,"Male",62
"Mississippi",45,"Male",35
"North Carolina",55,"Female",51
"Wyoming",65,"Female",54
"Alabama",65,"Male",56
"Virginia",2,"Male",66
"North Carolina",55,"Male",38
"North Carolina",55,"Male",82
"Florida",40,"Male",54
"Ohio",25,"Male",3
"Nevada",96,"Male",34
"Pennsylvania",90,"Male",51
"Mississippi",20,"Male",33
"New York",0,"Male",61
"Louisiana",55,"Male",57
"Wisconsin",55,"Female",20
"Pennsylvania",50,"Male",19
"Arkansas",0,"Female",36
"South Carolina",76,"Male",23
"California",55,"Male",23
"North Carolina",30,"Male",51
"Florida",15,"Male",88
"Ohio",45,"Female",17
"Pennsylvania",0,"Female",60
"Texas",0,"Male",40
"Utah",0,"Female",14
"Louisiana",65,"Male",18
"Virginia",80,"Male",43
"Virginia",45,"Male",72
"Florida",55,"Female",46
"California",65,"Male",24
"Colorado",20,"Female",47
"Louisiana",0,"Male",27
"Florida",65,"Female",90
"Ohio",40,"Female",84
"New Jersey",0,"Female",48
"Pennsylvania",75,"Male",27
"California",65,"Male",63
"Missouri",0,"Male",59
"California",0,"Male",16
"California",0,"Male",43
"Florida",45,"Male",50
"California",55,"Male",45
"California",55,"Male",27
"Louisiana",80,"Male",57
"Alabama",70,"Male",23
"California",64,"Female",19
"Virginia",45,"Male",76
"New York",0,"Female",61
"Florida",50,"Male",42
"Florida",40,"Male",35
"West Virginia",0,"Male",60
"Oregon",0,"Female",46
"Missouri",0,"Male",16
"New York",0,"Male",35
"California",58,"Male",23
"South Carolina",0,"Male",47
"Florida",55,"Male",56
"Louisiana",20,"Male",59
"California",55,"Female",47
"Illinois",53,"Male",19
"Minnesota",30,"Female",85
"Michigan",0,"Male",70
"Florida",10,"Female",29
"Missouri",50,"Male",21
"Pennsylvania",55,"Male",71
"New York",5,"Female",18
"Colorado",35,"Male",18
"Louisiana",75,"Male",19
"Alabama",40,"Female",80
"South Carolina",10,"Male",16
"Alabama",65,"Female",36
"Virginia",20,"Female",25
"California",0,"Male",67
"New York",0,"Female",69
"North Carolina",70,"Male",54
"South Carolina",65,"Male",55
"New Jersey",0,"Male",55
"Connecticut",0,"Male",50
"Missouri",55,"Male",89
"Missouri",115,"Male",45
"North Carolina",100,"Female",36
"Alabama",15,"Female",24
"Minnesota",97,"Male",30
"California",0,"Female",66
"Colorado",65,"Male",63
"Arizona",0,"Male",25
"Florida",70,"Female",35
"Arizona",0,"Male",29
"New York",50,"Male",57
"California",50,"Male",33
"Colorado",40,"Male",48
"Alabama",20,"Male",71
"Wisconsin",70,"Male",24
"Florida",10,"Female",22
"Tennessee",0,"Male",36
"Alabama",10,"Male",91
"Arizona",0,"Female",70
"South Carolina",62,"Female",35
"California",0,"Male",35
"Arizona",65,"Male",21
"California",55,"Male",27
"Colorado",65,"Male",26
"Minnesota",55,"Male",50
"Florida",55,"Male",78
"Florida",43,"Male",12
"California",20,"Male",40
"California",53,"Male",44
"Florida",70,"Male",30
"Louisiana",100,"Male",14
"Ohio",45,"Female",30
"Florida",15,"Female",47
"California",60,"Male",54
"California",70,"Female",9
"Minnesota",35,"Male",26
"Florida",0,"Male",57
"Nebraska",0,"Male",66
"Colorado",75,"Male",51
"South Carolina",40,"Male",1
"Florida",59,"Male",29
"Arizona",45,"Male",71
"Louisiana",55,"Female",22
"Louisiana",45,"Male",37
"Arizona",0,"Male",34
"Florida",55,"Male",60
"Louisiana",55,"Male",29
"Colorado",30,"Female",10
"Colorado",55,"Male",58
"Florida",45,"Male",20
"Louisiana",70,"Male",29
"South Carolina",0,"Female",21
"North Carolina",90,"Female",24
"Alaska",90,"Male",38
"Arizona",30,"Female",26
"New Hampshire",0,"Male",79
"Arizona",55,"Male",47
"Louisiana",0,"Male",50
"Nevada",20,"Male",54
"Florida",40,"Female",80
"Louisiana",0,"Male",22
"Alabama",70,"Female",32
"Pennsylvania",40,"Female",19
"Utah",30,"Female",45
"Michigan",0,"Male",37
"Florida",45,"Male",48
"Texas",0,"Female",38
"Georgia",7,"Female",77
"Arizona",65,"Male",30
"Pennsylvania",50,"Male",40
"Alabama",50,"Female",58
"South Carolina",0,"Male",63
"Nevada",45,"Female",56
"Illinois",0,"Female",49
"California",60,"Male",24
"Missouri",0,"Female",38
"South Carolina",60,"Male",41
"Nevada",34,"Male",39
"Louisiana",40,"Male",37
"Wisconsin",55,"Female",20
"North Carolina",45,"Male",54
"Colorado",75,"Female",39
"Florida",60,"Male",19
"Colorado",50,"Male",64
"California",67,"Male",47
"Florida",35,"Male",56
"South Carolina",60,"Male",53
"Ohio",0,"Male",51
"Utah",75,"Female",43
"Florida",70,"Female",22
"South Carolina",45,"Male",36
"Louisiana",0,"Male",30
"Texas",0,"Male",37
"South Carolina",59,"Male",27
"Pennsylvania",25,"Female",79
"Florida",10,"Male",7
"Florida",55,"Female",49
"California",53,"Male",21
"Alabama",55,"Male",18
"Utah",5,"Female",42
"Utah",80,"Male",57
"Florida",35,"Female",45
"Colorado",45,"Female",42
"North Carolina",35,"Female",21
"Wyoming",45,"Male",52
"California",48,"Male",41
"Florida",45,"Male",58
"Minnesota",49,"Male",23
"Arizona",30,"Female",34
"Alabama",70,"Male",64
"Massachusetts",0,"Male",62
"Pennsylvania",55,"Male",22
"North Carolina",50,"Male",37
"Alabama",85,"Male",27
"Wisconsin",25,"Female",24
"Florida",50,"Female",30
"Ohio",55,"Female",52
"South Carolina",70,"Male",35
"California",50,"Female",38
"South Carolina",0,"Female",81
"Pennsylvania",45,"Male",46
"Utah",40,"Female",31
"Oklahoma",0,"Male",24
"California",55,"Female",37
"Arizona",75,"Female",76
"California",65,"Male",57
"Maryland",0,"Male",47
"Florida",60,"Female",22
"Florida",70,"Male",38
"Tennessee",0,"Male",50
"Florida",45,"Male",20
"Wyoming",80,"Male",42
"Florida",60,"Female",22
"California",28,"Male",21
"Missouri",70,"Male",69
"Virginia",5,"Male",29
"California",70,"Male",69
"Pennsylvania",5,"Female",35
"North Carolina",65,"Male",25
"North Carolina",55,"Male",41
"South Carolina",45,"Male",53
"Alabama",60,"Male",35
"California",60,"Male",62
"California",0,"Male",31
"North Carolina",60,"Male",48
"Kentucky",68,"Female",23
"California",5,"Female",19
"North Carolina",65,"Female",70
"New York",0,"Female",60
"South Carolina",65,"Male",20
"New Jersey",0,"Male",87
"Louisiana",35,"Male",21
"Missouri",54,"Male",45
"Utah",65,"Male",48
"Florida",0,"Female",49
"California",70,"Male",24
"California",70,"Male",33
"Florida",0,"Male",65
"Missouri",78,"Male",20
"Ohio",55,"Male",54
"Florida",60,"Male",25
"North Carolina",65,"Male",35
"Minnesota",55,"Female",63
"California",70,"Male",26
"South Carolina",0,"Male",60
"Florida",95,"Female",33
"South Carolina",45,"Male",52
"Virginia",35,"Male",22
"South Carolina",75,"Female",60
"Kentucky",35,"Male",23
"Louisiana",58,"Male",44
"Alabama",48,"Male",57
"Louisiana",60,"Female",53
"Georgia",0,"Female",52
"Florida",45,"Male",43
"Louisiana",55,"Male",45
"California",65,"Female",46
"New Jersey",79,"Male",35
"Utah",5,"Female",43
"Missouri",12,"Male",18
"Mississippi",15,"Male",48
"Texas",0,"Female",38
"North Carolina",55,"Female",33
"Colorado",110,"Female",25
"North Carolina",70,"Male",47
"Florida",50,"Male",78
"Kentucky",53,"Male",51
"Pennsylvania",35,"Male",18
"Florida",30,"Male",60
"Michigan",0,"Male",61
"Utah",60,"Female",22
"Utah",55,"Male",23
"Florida",60,"Female",15
"Mississippi",20,"Female",8
"New York",40,"Female",50
"Florida",50,"Male",19
"Utah",60,"Male",53
"Indiana",0,"Female",24
"Louisiana",0,"Male",32
"Ohio",0,"Female",45
"Missouri",40,"Female",14
"South Dakota",50,"Female",33
"Massachusetts",95,"Male",24
"Pennsylvania",65,"Female",32
"Pennsylvania",25,"Male",56
"Colorado",0,"Female",44
"South Carolina",60,"Male",23
"Michigan",0,"Male",44
"Pennsylvania",45,"Male",18
"North Carolina",35,"Male",59
"California",0,"Male",61
"Ohio",30,"Male",37
"Virginia",60,"Male",52
"Kentucky",6,"Male",79
"North Carolina",45,"Male",10
"Kentucky",55,"Male",4
"California",58,"Female",5
"Florida",60,"Male",37
"Ohio",80,"Male",25
"Florida",75,"Female",27
"Alabama",55,"Male",78
"North Dakota",55,"Male",55
"North Carolina",55,"Male",58
"Kentucky",28,"Male",83
"Mississippi",55,"Male",4
"North Carolina",55,"Male",42
"South Carolina",45,"Female",35
"South Carolina",85,"Male",57
"California",30,"Female",56
"Arizona",20,"Male",18
"Florida",0,"Male",27
"Alabama",50,"Male",51
"California",56,"Male",33
"North Carolina",70,"Female",50
"North Carolina",80,"Male",17
"Arizona",40,"Female",69
"North Carolina",65,"Male",1
"Utah",45,"Male",42
"Ohio",55,"Male",64
"Virginia",65,"Male",35
"Alabama",45,"Male",41
"California",50,"Female",29
"Ohio",0,"Male",34
"Arizona",15,"Female",89
"South Carolina",60,"Male",45
"Ohio",35,"Male",42
"Florida",60,"Male",26
"Minnesota",30,"Male",80
"South Carolina",80,"Male",60
"Alabama",80,"Male",86
"Florida",25,"Female",72
"California",55,"Male",25
"Florida",60,"Female",32
"New Jersey",0,"Male",20
"Alabama",5,"Female",38
"Arizona",30,"Female",19
"California",0,"Male",45
"Nevada",63,"Male",11
"Virginia",30,"Male",29
"Mississippi",70,"Male",18
"New York",0,"Male",29
"South Carolina",0,"Male",39
"Florida",25,"Male",29
"Utah",90,"Female",44
"North Carolina",55,"Male",37
"Missouri",0,"Male",15
"California",0,"Male",36
"California",10,"Male",54
"California",55,"Female",72
"Florida",0,"Female",17
"Missouri",58,"Male",21
"North Carolina",35,"Female",44
"Florida",75,"Male",28
"Pennsylvania",50,"Male",66
"Florida",50,"Male",24
"Pennsylvania",90,"Male",28
"Texas",0,"Female",21
"North Carolina",0,"Male",44
"Alabama",75,"Female",21
"Nevada",0,"Male",17
"Virginia",55,"Female",42
"California",65,"Female",17
"North Carolina",55,"Male",41
"New York",86,"Female",20
"Missouri",0,"Male",83
"Alabama",45,"Male",60
"South Carolina",45,"Female",26
"Ohio",10,"Male",59
"Georgia",74,"Male",25
"Ohio",45,"Male",7
"Florida",35,"Female",26
"Louisiana",70,"Male",29
"Florida",45,"Male",30
"North Carolina",55,"Female",25
"Virginia",45,"Male",23
"Virginia",55,"Male",74
"Minnesota",45,"Female",27
"California",20,"Male",30
"California",13,"Male",33
"Alabama",60,"Male",59
"Missouri",0,"Male",54
"Missouri",33,"Male",17
"North Carolina",60,"Male",21
"Wisconsin",5,"Male",12
"Minnesota",55,"Male",31
"North Carolina",65,"Male",51
"Washington",0,"Male",29
"Florida",65,"Male",22
"Arizona",45,"Male",39
"Texas",0,"Male",45
"Ohio",50,"Male",76
"South Carolina",60,"Female",19
"California",63,"Male",34
"Florida",35,"Female",25
"Florida",30,"Male",35
"Florida",27,"Male",31
"Mississippi",0,"Female",23
"Ohio",50,"Female",55
"Colorado",65,"Male",18
"Maryland",0,"Female",2
"California",69,"Male",18
"South Carolina",55,"Female",66
"Virginia",65,"Male",33
"Louisiana",0,"Female",61
"Louisiana",36,"Male",18
"Virginia",35,"Female",86
"Florida",25,"Female",78
"Colorado",81,"Female",16
"Florida",60,"Male",25
"Michigan",0,"Male",69
"Arizona",4,"Male",42
"Michigan",0,"Female",51
"Virginia",55,"Male",22
"Illinois",0,"Male",23
"Mississippi",50,"Male",28
"Utah",5,"Female",43
"North Carolina",114,"Female",15
"Massachusetts",0,"Female",57
"Tennessee",0,"Male",71
"Pennsylvania",40,"Male",46
"Mississippi",50,"Male",71
"Pennsylvania",72,"Male",20
"North Carolina",55,"Male",37
"Florida",0,"Male",21
"Florida",45,"Male",47
"Colorado",75,"Female",20
"North Carolina",100,"Male",19
"Ohio",25,"Male",5
"California",40,"Male",22
"Kentucky",28,"Male",9
"Utah",90,"Male",26
"Georgia",0,"Female",56
"California",35,"Female",27
"California",75,"Male",20
"Florida",55,"Male",48
"New Mexico",0,"Male",20
"California",80,"Male",22
"Pennsylvania",89,"Male",18
"Alabama",55,"Male",18
"Nevada",0,"Male",53
"Virginia",68,"Female",68
"California",55,"Female",49
"Florida",65,"Female",7
"New York",0,"Male",58
"Wyoming",48,"Male",58
"Mississippi",0,"Male",27
"New York",45,"Male",27
"Colorado",65,"Male",52
"Florida",0,"Male",62
"Alabama",60,"Male",41
"Ohio",60,"Female",42
"Mississippi",35,"Male",81
"California",0,"Male",89
"Florida",10,"Male",37
"California",55,"Female",29
"Ohio",25,"Female",24
"Florida",45,"Male",24
"Florida",60,"Male",26
"Virginia",55,"Female",1
"Colorado",20,"Male",9
"California",25,"Male",60
"Alabama",50,"Female",30
"Florida",55,"Female",81
"Colorado",55,"Female",23
"North Carolina",20,"Female",19
"Minnesota",23,"Female",50
"South Carolina",68,"Male",56
"New Jersey",0,"Female",83
"South Carolina",0,"Female",58
"Arizona",0,"Female",11
"Virginia",55,"Female",61
"California",0,"Male",66
"North Carolina",35,"Male",87
"Florida",35,"Male",33
"Alabama",35,"Male",15
"Arizona",35,"Female",58
"Florida",50,"Male",69
"Florida",5,"Male",20
"North Carolina",55,"Male",45
"North Carolina",10,"Female",45
"Ohio",25,"Male",19
"Ohio",80,"Male",60
"Ohio",15,"Male",42
"South Carolina",65,"Female",56
"North Carolina",15,"Male",39
"Florida",31,"Male",35
"Florida",75,"Male",19
"Florida",80,"Female",16
"Arkansas",80,"Male",31
"Florida",45,"Female",42
"Colorado",75,"Male",29
"North Carolina",45,"Male",38
"California",0,"Female",17
"Florida",55,"Female",16
"Florida",20,"Female",80
"South Carolina",50,"Male",68
"Florida",50,"Male",19
"Florida",10,"Female",82
"Minnesota",61,"Female",16
"Louisiana",57,"Male",3
"New Hampshire",0,"Male",61
"Florida",10,"Male",60
"Florida",25,"Male",39
"Arizona",65,"Male",24
"Arizona",65,"Male",25
"Florida",60,"Female",29
"Nevada",100,"Male",39
"Florida",50,"Female",27
"Oklahoma",0,"Male",62
"Florida",55,"Male",41
"Minnesota",0,"Male",54
"Pennsylvania",0,"Male",73
"Wyoming",30,"Male",27
"North Carolina",50,"Male",45
"Virginia",65,"Male",82
"Arizona",68,"Male",30
"California",45,"Male",24
"Utah",58,"Male",18
"Pennsylvania",70,"Male",41
"California",0,"Female",63
"Minnesota",55,"Male",73
"Florida",45,"Male",23
"Florida",20,"Male",56
"California",55,"Male",58
"New York",30,"Female",26
"Louisiana",40,"Male",51
"North Carolina",50,"Female",55
"Ohio",4,"Male",63
"Ohio",94,"Female",33
"Virginia",60,"Male",33
"Alabama",65,"Male",56
"Arkansas",0,"Male",40
"Pennsylvania",0,"Male",26
"California",55,"Male",37
"Vermont",31,"Male",53
"Florida",0,"Male",48
"Pennsylvania",40,"Male",84
"Florida",20,"Male",33
"Arizona",55,"Male",52
"Virginia",5,"Female",21
"Texas",0,"Female",43
"Wisconsin",55,"Male",20
"Alabama",70,"Male",27
"Alabama",15,"Male",45
"Colorado",65,"Female",34
"Massachusetts",0,"Male",55
"Vermont",0,"Male",54
"Missouri",44,"Male",38
"Florida",45,"Male",65
"Florida",0,"Female",45
"California",0,"Male",61
"Ohio",55,"Female",50
"Georgia",0,"Male",51
"Florida",30,"Female",76
"North Carolina",65,"Male",17
"North Carolina",45,"Male",48
"Mississippi",65,"Male",54
"California",0,"Male",38
"Florida",30,"Male",8
"North Carolina",75,"Male",56
"Utah",55,"Male",47
"Utah",55,"Male",85
"Louisiana",25,"Female",47
"Florida",20,"Female",27
"Wisconsin",65,"Female",65
"New York",55,"Male",38
"Minnesota",55,"Female",55
"Connecticut",67,"Female",27
"North Carolina",55,"Female",84
"North Carolina",55,"Male",81
"North Carolina",10,"Female",33
"Alabama",60,"Female",42
"Arizona",10,"Female",11
"Virginia",35,"Female",28
"Virginia",0,"Female",72
"California",0,"Male",53
"Virginia",15,"Male",27
"Arizona",45,"Male",19
"North Carolina",55,"Male",41
"Alabama",5,"Male",36
"Minnesota",55,"Female",16
"California",80,"Male",27
"Wisconsin",45,"Female",11
"Montana",91,"Female",19
"Louisiana",45,"Male",33
"Wisconsin",55,"Male",49
"Nevada",46,"Female",61
"Florida",45,"Female",10
"Minnesota",71,"Male",17
"Mississippi",60,"Female",33
"Alabama",55,"Male",17
"South Carolina",20,"Male",18
"California",0,"Female",50
"North Carolina",65,"Female",67
"South Carolina",45,"Female",31
"Texas",0,"Male",26
"Nevada",70,"Male",63
"Arizona",65,"Male",54
"Arizona",25,"Male",84
"South Carolina",45,"Male",37
"California",65,"Male",25
"Florida",55,"Male",29
"Alabama",60,"Male",60
"Florida",70,"Female",25
"Florida",60,"Male",20
"Virginia",5,"Male",31
"Pennsylvania",35,"Male",45
"Florida",0,"Male",12
"Texas",0,"Female",22
"New York",0,"Male",53
"Pennsylvania",65,"Female",40
"Florida",43,"Male",15
"Oklahoma",0,"Female",83
"Mississippi",55,"Male",48
"Louisiana",0,"Female",25
"Virginia",65,"Male",69
"California",33,"Male",16
"Ohio",79,"Female",42
"Hawaii",0,"Male",81
"Oklahoma",0,"Male",24
"Texas",0,"Male",59
"North Carolina",55,"Male",22
"South Carolina",55,"Male",38
"Florida",40,"Male",68
"Florida",70,"Male",42
"Wisconsin",65,"Male",22
"Pennsylvania",35,"Female",67
"Colorado",40,"Male",8
"Florida",65,"Male",50
"Florida",30,"Male",51
"Michigan",0,"Male",74
"Nevada",53,"Male",40
"South Carolina",55,"Male",31
"Ohio",50,"Female",20
"Illinois",15,"Female",37
"North Carolina",0,"Male",27
"Colorado",50,"Female",34
"North Carolina",55,"Female",2
"Florida",40,"Male",64
"Alabama",45,"Male",20
"Colorado",50,"Male",49
"Texas",0,"Male",46
"Virginia",20,"Male",85
"Nevada",60,"Female",32
"South Carolina",75,"Male",46
"South Carolina",75,"Male",18
"California",33,"Male",40
"Louisiana",65,"Female",38
"Florida",60,"Male",37
"Florida",45,"Female",82
"Arizona",0,"Male",33
"South Carolina",40,"Male",21
"North Carolina",0,"Male",40
"California",0,"Male",24
"Louisiana",50,"Female",4
"Minnesota",60,"Female",2
"Arizona",10,"Male",36
"California",70,"Male",37
"South Carolina",0,"Male",16
"South Carolina",60,"Male",44
"Virginia",55,"Male",65
"California",10,"Female",23
"Florida",0,"Male",52
"New York",50,"Male",25
"Florida",10,"Male",85
"South Carolina",45,"Male",12
"Maryland",0,"Male",25
"South Carolina",52,"Male",24
"California",40,"Female",25
"North Carolina",55,"Male",68
"Florida",45,"Male",73
"Ohio",63,"Male",73
"Ohio",60,"Female",20
"Virginia",10,"Male",53
"Pennsylvania",45,"Male",55
"Florida",45,"Male",42
"Alabama",40,"Male",20
"Florida",40,"Male",61
"Louisiana",55,"Male",48
"Florida",15,"Male",21
"Virginia",70,"Female",67
"Florida",10,"Female",91
"California",30,"Male",39
"South Carolina",70,"Male",30
"California",0,"Male",25
"Florida",65,"Male",25
"South Carolina",45,"Female",29
"Louisiana",55,"Male",60
"New York",5,"Female",18
"Florida",0,"Male",25
"Florida",55,"Male",43
"California",80,"Male",45
"Florida",8,"Male",60
"Georgia",0,"Male",53
"South Carolina",80,"Male",29
"Nevada",60,"Male",82
"Minnesota",0,"Male",5
"Alabama",40,"Male",37
"Texas",0,"Male",59
"Michigan",0,"Male",58
"South Carolina",70,"Male",70
"North Carolina",20,"Male",41
"Florida",60,"Male",14
"Virginia",40,"Female",41
"Pennsylvania",35,"Male",66
"Connecticut",25,"Male",19
"Texas",95,"Female",45
"South Carolina",60,"Female",21
"Florida",55,"Male",23
"Alabama",0,"Male",66
"Florida",65,"Male",63
"Nevada",46,"Male",48
"Wisconsin",0,"Male",48
"Florida",10,"Male",92
"North Carolina",45,"Female",30
"North Carolina",55,"Female",50
"Alabama",55,"Female",1
"Texas",0,"Male",43
"California",50,"Male",75
"Louisiana",50,"Male",66
"Florida",43,"Male",12
"North Carolina",55,"Female",62
"Oregon",0,"Male",70
"South Carolina",40,"Male",61
"Utah",45,"Male",36
"Utah",60,"Female",20
"South Carolina",55,"Male",39
"Florida",20,"Female",27
"Florida",45,"Female",30
"Virginia",35,"Male",20
"Pennsylvania",45,"Female",55
"Nevada",55,"Male",57
"New York",0,"Male",58
"Pennsylvania",55,"Male",30
"Florida",0,"Male",50
"North Carolina",35,"Male",88
"Louisiana",52,"Male",18
"Pennsylvania",65,"Male",24
"Connecticut",0,"Male",73
"Kentucky",75,"Female",5
"Florida",65,"Female",33
"North Carolina",40,"Male",86
"Florida",43,"Female",10
"Arizona",50,"Male",69
"Florida",85,"Female",13
"North Carolina",55,"Male",27
"Tennessee",0,"Male",21
"Louisiana",35,"Male",39
"Nevada",17,"Female",37
"Alabama",75,"Male",32
"Arizona",75,"Male",40
"Florida",20,"Female",65
"Nevada",71,"Female",39
"Arizona",37,"Female",69
"California",55,"Female",19
"Virginia",15,"Male",45
"Mississippi",50,"Male",24
"Minnesota",10,"Male",51
"Massachusetts",0,"Male",26
"Pennsylvania",39,"Male",27
"Texas",0,"Male",46
"Ohio",50,"Female",42
"Ohio",35,"Female",71
"New York",0,"Male",40
"Florida",80,"Male",38
"Florida",25,"Male",91
"Florida",60,"Male",31
"California",85,"Female",22
"California",0,"Male",29
"Florida",55,"Female",20
"Nevada",5,"Male",17
"Florida",40,"Male",47
"Florida",55,"Female",33
"North Carolina",55,"Female",21
"Florida",50,"Male",25
"Pennsylvania",45,"Male",24
"Florida",80,"Male",28
"Missouri",57,"Female",30
"Ohio",10,"Male",73
"South Carolina",45,"Male",47
"Florida",45,"Male",66
"California",0,"Male",59
"Pennsylvania",10,"Male",22
"Pennsylvania",0,"Male",21
"Pennsylvania",0,"Male",59
"New York",35,"Female",25
"California",15,"Female",56
"Indiana",0,"Female",45
"South Carolina",25,"Male",32
"South Carolina",40,"Female",18
"Florida",65,"Male",42
"Pennsylvania",0,"Female",16
"Pennsylvania",0,"Male",85
"Florida",65,"Male",52
"Pennsylvania",45,"Female",51
"South Carolina",45,"Male",41
"North Carolina",70,"Male",40
"Florida",55,"Male",48
"Nevada",58,"Male",29
"North Carolina",79,"Female",42
"Florida",50,"Female",71
"Maine",0,"Male",24
"California",75,"Female",65
"Mississippi",65,"Male",18
"Missouri",68,"Male",44
"Tennessee",0,"Male",52
"Florida",60,"Male",46
"North Carolina",40,"Female",42
"Alabama",65,"Female",32
"Nevada",73,"Male",30
"Louisiana",50,"Female",57
"Louisiana",55,"Male",60
"Arizona",45,"Female",33
"Colorado",40,"Male",53
"Pennsylvania",45,"Female",76
"South Carolina",10,"Male",29
"Arizona",45,"Male",24
"New York",0,"Male",68
"Florida",80,"Male",54
"Colorado",77,"Female",24
"South Carolina",60,"Male",28
"Mississippi",35,"Male",36
"Utah",55,"Male",35
"California",55,"Male",35
"Kentucky",0,"Male",48
"California",68,"Male",26
"Florida",35,"Male",30
"California",0,"Female",52
"California",50,"Female",18
"Texas",0,"Male",32
"Utah",85,"Male",29
"Colorado",85,"Male",24
"Florida",65,"Male",31
"Indiana",0,"Male",27
"North Carolina",20,"Male",31
"Colorado",55,"Male",55
"Florida",45,"Female",49
"Missouri",0,"Male",37
"Utah",65,"Male",47
"South Carolina",10,"Male",21
"Ohio",65,"Male",33
"Minnesota",0,"Female",53
"Colorado",70,"Male",17
"Utah",30,"Male",25
"Louisiana",0,"Male",59
"Florida",10,"Female",36
"Michigan",0,"Female",33
"Texas",0,"Male",94
"Arizona",70,"Female",18
"Florida",60,"Male",18
"Arizona",11,"Female",31
"North Carolina",55,"Male",24
"Florida",30,"Male",37
"Ohio",60,"Male",46
"Texas",60,"Male",35
"Pennsylvania",80,"Male",22
"Georgia",0,"Male",61
"New York",0,"Female",70
"Ohio",55,"Male",33
"Florida",10,"Female",76
"California",55,"Male",20
"Louisiana",55,"Male",32
"Arizona",50,"Male",44
"Maryland",0,"Female",28
"Alabama",65,"Male",56
"Colorado",45,"Male",76
"Washington",0,"Male",30
"Alabama",0,"Male",26
"Vermont",31,"Female",53
"California",0,"Male",18
"Ohio",30,"Male",31
"Virginia",60,"Female",16
"California",35,"Female",5
"Michigan",0,"Male",67
"Arizona",0,"Male",41
"California",0,"Male",11
"Florida",60,"Male",30
"Maine",0,"Female",53
"South Carolina",70,"Male",11
"Illinois",45,"Male",15
"North Carolina",45,"Female",70
"California",25,"Male",14
"Arizona",0,"Male",42
"Arizona",115,"Male",22
"North Carolina",20,"Male",65
"Massachusetts",0,"Male",71
"Arizona",65,"Male",42
"Minnesota",10,"Female",11
"Missouri",0,"Male",30
"Florida",50,"Female",55
"California",63,"Male",62
"Florida",35,"Male",43
"Minnesota",55,"Male",68
"North Carolina",55,"Male",20
"Pennsylvania",0,"Female",54
"Arizona",75,"Female",27
"Florida",50,"Male",15
"New Jersey",0,"Female",74
"South Carolina",65,"Male",31
"Kentucky",0,"Male",2
"Wyoming",80,"Male",34
"Texas",0,"Female",23
"Oregon",0,"Female",63
"Florida",0,"Male",1
"Florida",0,"Female",74
"Florida",25,"Male",56
"Arizona",60,"Male",18
"Pennsylvania",0,"Female",35
"Kentucky",58,"Female",23
"South Carolina",40,"Male",39
"Florida",35,"Male",24
"Arizona",0,"Male",40
"Virginia",45,"Male",41
"South Carolina",5,"Male",35
"Florida",0,"Male",50
"Louisiana",62,"Female",2
"California",0,"Male",84
"California",0,"Female",45
"Florida",25,"Male",8
"Connecticut",0,"Male",43
"Ohio",52,"Female",21
"Florida",40,"Female",27
"North Carolina",55,"Male",58
"South Carolina",60,"Male",52
"California",75,"Male",62
"Florida",45,"Female",54
"Illinois",29,"Male",48
"South Carolina",35,"Female",49
"Arizona",45,"Male",32
"Alabama",45,"Male",20
"South Carolina",57,"Female",22
"New York",80,"Male",22
"Connecticut",61,"Male",37
"California",39,"Male",1
"Pennsylvania",60,"Male",55
